image,gt_species,pred_species,correct_species,status,flag
1698548955693_jpg.rf.992cf84c886ff75943ce7f44542aa2c6.jpg,lutjanus_rufolineatus|lutjanus_timoriensis,pomadasys_kaakan,,MISMATCH,False
1698549061480_jpg.rf.3a0edec0a340894c1501e2232c11c137.jpg,alectis_ciliaris,caranx_ignobilis|pomadasys_kaakan,,MISMATCH,False
1698660942801_jpg.rf.d8ad0c4f0182fea1a2c4883f18cd814b.jpg,lutjanus_gibbus,scomberoides_tol,,MISMATCH,False
1698661235894_jpg.rf.1c01263205d85c2dcab129e48501d342.jpg,lutjanus_gibbus,lutjanus_johnii,,MISMATCH,False
1698661390954_jpg.rf.2eadf6537b573a663a2b9482ae90ecaa.jpg,lutjanus_gibbus,gazza_minuta|parupeneus_indicus|scomberoides_tol,,MISMATCH,False
1698661541066_jpg.rf.42c898aa2e247523dd234838cbc15995.jpg,caranx_lugubris,scomberoides_tol,,MISMATCH,False
1698661562885_jpg.rf.169220f60694a8dfc9440dfc5b69cf20.jpg,lutjanus_gibbus,,,MISMATCH,False
1698662104886_jpg.rf.808833a3dba7a63114c14a8cfbe9b714.jpg,lutjanus_gibbus,scomberoides_tol,,MISMATCH,False
1698662651172_jpg.rf.428e088e7f23d750486c72377254e824.jpg,lutjanus_gibbus,lutjanus_johnii,,MISMATCH,False
1698662758223_jpg.rf.57847073978e657539ee7a14ab4c6c9a.jpg,lutjanus_gibbus,,,MISMATCH,False
1698662908475_jpg.rf.8b750816cc836a03cf908aaa2b090a4e.jpg,lutjanus_gibbus,lutjanus_johnii,,MISMATCH,False
1698740072533_jpg.rf.238377be49254e4a7af30e4f2424948c.jpg,lutjanus_gibbus,,,MISMATCH,False
1698740471563_jpg.rf.dd1b90b22edf71b4bf7f482765b9d4b7.jpg,lutjanus_gibbus,gazza_minuta|lutjanus_johnii,,MISMATCH,False
1698740970816_jpg.rf.9ab9e3ba61bebef1bbc2bdfb5b7b1f03.jpg,acanthurus_nigricans|lutjanus_gibbus,scomberoides_tol,,MISMATCH,False
1698741342007_jpg.rf.b92c6bd21ebbedfc5f89f9a5275401ee.jpg,lethrinus_reticulatus,,,MISMATCH,False
1698884042665_jpg.rf.bfc02d50a04ee0d89646b20b30dd6b21.jpg,lutjanus_johnii,chirocentrus_dorab|scomberoides_tol,,MISMATCH,False
1698926218599_jpg.rf.211bb8086ff02cf10a636ffd67565ea6.jpg,lutjanus_gibbus,pomadasys_kaakan,,MISMATCH,False
1698926724684_jpg.rf.5d8a21e1713064d612453d6d0a920184.jpg,lutjanus_gibbus,pomadasys_kaakan,,MISMATCH,False
1698927145975_jpg.rf.c4de3325c6b467737a24b96bd11b1de4.jpg,lutjanus_gibbus,,,MISMATCH,False
1698927262789_jpg.rf.57a94abcf0a88bd0707ae6f437639a55.jpg,lutjanus_gibbus,parupeneus_indicus|scomberomorus_commerson,,MISMATCH,False
1698927784464_jpg.rf.e961b1ff758a57ac38af2e1d3337535d.jpg,lutjanus_gibbus,pomadasys_kaakan|upeneus_vittatus,,MISMATCH,False
1698928222909_jpg.rf.1450bef90fc1209a4081e3161d45ee4a.jpg,lutjanus_gibbus,,,MISMATCH,False
1698928321548_jpg.rf.d5f59f057ab531b43cf2955099b417ae.jpg,lutjanus_gibbus,,,MISMATCH,False
1698928724030_jpg.rf.650b4b34c9015f56f9103585602a6416.jpg,lutjanus_gibbus|siganus_spinus,gazza_minuta|lutjanus_johnii,,MISMATCH,False
1699164458540_jpg.rf.14f9f2eae5ad9fd28e0339f147183dd4.jpg,lutjanus_bohar,,,MISMATCH,False
1699167222100_jpg.rf.02e625e53e0315c7eb8b8a955aa9ff49.jpg,lutjanus_bohar,,,MISMATCH,False
1699167338210_jpg.rf.eabb6e3cb7903dfc27ce6d0ef49dbc95.jpg,lutjanus_bohar,,,MISMATCH,False
1699355005032_jpg.rf.907a8d836a13133b8d96dc2df6a73ad9.jpg,aphareus_rutilans|caranx_sexfasciatus|caranx_sp,scomberoides_tol,,MISMATCH,False
1699355371850_jpg.rf.9e8553c1365c888e2c6af192920aeaba.jpg,aphareus_rutilans|caranx_ignobilis|caranx_sexfasciatus,caranx_ignobilis|pomadasys_kaakan,caranx_ignobilis,MATCH,True
1699356149974_jpg.rf.4950b80f7cf73982e1199dc0e79cf22e.jpg,decapterus_macarellus,scomberoides_tol,,MISMATCH,False
1699356276708_jpg.rf.f462cb39ec04ec739b553509590f6169.jpg,decapterus_macarellus,scomberoides_tol,,MISMATCH,False
1699356483694_jpg.rf.152aee6201a7d4d53643e5880b77407e.jpg,caranx_melampygus,,,MISMATCH,False
